Ticker,Short Name,Market Cap,Sector,Industry,PE Ratio,Dividend Yield,Forward P/E Ratio,50日均差%,200日均差%,CurrentY成長,NextY成長,CurrentQ成長,NextQ成長,stock,ethnic_group
EG,"Everest Group, Ltd.",14223621120,financial-services,insurance-reinsurance,7.839391,0.021655567,6.2083316,-0.010703152,0.07238974,0.20729999,0.1112,0.0872,0.0107,,
EIX,Edison International,21184010240,utilities,utilities-regulated-electric,5.6811147,0.06296633,8.465453,-0.1994823,-0.19486348,-0.0654,0.0623,-0.21200001,-0.2716,,
EL,"Estee Lauder Companies, Inc. (T",36284776448,consumer-defensive,household-personal-products,200.58,0.014531867,25.626545,0.09683518,0.084025785,0.3241,0.1776,0.5799,0.3566,,
ELV,"Elevance Health, Inc.",87274708992,healthcare,healthcare-plans,17.81452,0.016759913,13.6234255,0.013489183,0.10714588,-0.1031,0.0874,-0.22700001,-0.2702,,
EME,"EMCOR Group, Inc.",33369139200,industrials,engineering-construction,23.544973,0.0008578479,20.5856,-0.019260079,-0.01317652,0.2698,0.1187,0.2678,0.20040001,,
EMR,Emerson Electric Company,86007185408,industrials,specialty-industrial-machinery,33.739605,0.014454259,21.27689,0.019239888,0.07298066,0.093100004,0.104899995,0.13430001,0.1078,,
EOG,"EOG Resources, Inc.",73182314496,energy,oil-gas-e-p,10.857588,0.028858393,9.414306,-0.033699982,0.067957126,0.6682,-0.12560001,0.48740003,0.8239,,
EPAM,"EPAM Systems, Inc.",5754011648,technology,information-technology-services,15.154891,0.0,7.9322467,0.06288905,-0.17335713,0.1436,0.0692,0.105299994,0.0774,,
EQIX,"Equinix, Inc.",104518975488,real-estate,reit-specialty,68.16345,0.018633071,56.88829,0.0146569675,0.08659697,0.2193,0.0417,0.0388,0.1112,,
EQR,Equity Residential,24611481600,real-estate,reit-residential,28.675674,0.04229195,41.35888,0.0,0.0,0.0123000005,0.2038,-0.0023999999,0.32849997,,
EQT,EQT Corporation,31782469632,energy,oil-gas-e-p,11.788863,0.013026131,13.31883,-0.038683437,-0.09036792,0.3127,0.0022,-0.1594,-0.0968,,
ERIE,Erie Indemnity Company,12255699968,financial-services,insurance-brokers,21.268602,0.024382284,16.729479,-0.045516104,-0.06931329,0.0369,,-0.0224,0.0683,,
ES,Eversource Energy (D/B/A),25003669504,utilities,utilities-regulated-electric,17.241558,0.046045747,13.501556,-0.0750959,-0.055441994,-0.0229,0.0571,-0.1305,-0.0934,,
ESS,"Essex Property Trust, Inc.",18940000256,real-estate,reit-residential,42.730953,0.038026452,43.615192,-0.035785038,0.02631722,-0.0456,0.1461,-0.0796,0.19319999,,
ETN,"Eaton Corporation, PLC",171863113728,industrials,specialty-industrial-machinery,44.968494,0.009829365,27.39927,0.06258717,0.14991485,0.1228,0.1917,0.1491,0.2181,,
ETR,Entergy Corporation,48331972608,utilities,utilities-regulated-electric,25.872124,0.024808032,19.818195,-0.065209776,-0.045480274,0.125,0.1604,0.0651,0.78480005,,
EVRG,"Evergy, Inc.",18277058560,utilities,utilities-regulated-electric,20.170483,0.034733787,17.364616,-0.045135353,-0.019805444,0.1121,0.0718,0.0706,0.3291,,
EW,Edwards Lifesciences Corporatio,51172790272,healthcare,medical-devices,52.845238,0.0,26.288515,0.0030935241,0.04417694,0.1717,0.1259,0.099700004,0.218,,
EXC,Exelon Corporation,43064614912,utilities,utilities-regulated-electric,15.367646,0.03906622,13.757693,-0.06995374,-0.086961485,0.0313,0.0636,-0.059499998,0.4253,,
EXE,Expand Energy Corporation,20147775488,energy,oil-gas-e-p,7.502586,0.036394753,10.172997,-0.069383994,-0.1282016,0.426,-0.0165,0.3664,0.0589,,
EXPD,Expeditors International of Was,24374540288,industrials,integrated-freight-logistics,27.254358,0.008222743,23.652807,0.023367563,0.16432962,0.2976,0.045300003,0.3038,0.25100002,,
EXPE,"Expedia Group, Inc.",33690200064,consumer-cyclical,travel-services,17.654089,0.0062629,11.473084,-0.058136504,0.07855861,0.32349998,0.16549999,0.1683,0.20729999,,
EXR,Extra Space Storage Inc,29792636928,real-estate,reit-industrial,29.733482,0.047140986,28.053484,-0.066953465,-0.047066387,0.0152,0.0327,0.5276,-0.136,,
F,Ford Motor Company,52237504512,consumer-cyclical,auto-manufacturers,0.0,0.045558088,6.7038536,-0.069773994,-0.031863477,0.71300006,0.0466,-0.078600004,1.8628,,
FANG,"Diamondback Energy, Inc.",51663646720,energy,oil-gas-e-p,35.142857,0.022454694,9.88029,-0.07513329,0.0060787117,0.5565,-0.1027,0.5855,1.9085001,,
FAST,Fastenal Company,57466683392,industrials,industrial-distribution,42.80342,0.018529708,35.700287,0.020961557,0.0927543,0.15810001,0.1073,0.1588,0.1617,,
FCX,"Freeport-McMoRan, Inc.",106767900672,basic-materials,copper,36.44608,0.008314855,17.948359,0.083481245,0.19048375,0.72110003,0.35979998,0.48669997,1.1543,,
FDS,FactSet Research Systems Inc.,9831027712,financial-services,financial-data-stock-exchanges,18.22149,0.015698697,14.009044,-0.010550977,0.106478915,0.050300002,0.106400006,0.0733,0.0959,,
FDX,FedEx Corporation,70040248320,industrials,integrated-freight-logistics,15.95364,0.018830927,14.187294,-0.06966659,-0.0007812513,-0.029000001,0.18110001,,,,
FE,FirstEnergy Corp.,25882564608,utilities,utilities-regulated-electric,23.919786,0.040026683,15.165796,-0.05461789,-0.057973694,0.0719,0.079,0.12020001,0.1096,,
FFIV,"F5, Inc.",25670801408,technology,software-infrastructure,36.09315,0.0,25.078056,0.119302936,0.34747648,0.0962,0.043,-0.0307,-0.0198,,
FICO,Fair Isaac Corporation,19750604800,technology,software-application,26.445343,0.0,17.25124,-0.17829423,-0.27685967,0.4399,0.2321,0.4296,0.4365,,
FIS,Fidelity National Information S,18029078528,technology,information-technology-services,5.370199,0.047740836,5.2175913,-0.15229994,-0.2752279,0.0771,0.08180001,0.061300002,0.0456,,
FISV,"Fiserv, Inc.",24514445312,,,8.831418,0.0,5.726203,-0.11139388,-0.20126623,-0.1617,0.111499995,-0.1576,-0.047,,
FITB,Fifth Third Bancorp,47847649280,financial-services,banks-regional,17.764309,0.030013131,10.679103,-0.05773265,0.025241425,-0.1302,0.5944,-0.0753,0.1533,,
FIX,"Comfort Systems USA, Inc.",57195360256,industrials,engineering-construction,39.978596,0.0015925615,27.005169,-0.028105095,0.06512419,0.6969,0.22799999,0.5525,0.4022,,
FOX,Fox Corporation,24170332160,communication-services,entertainment,14.927084,0.009671847,9.977372,0.016492292,0.0061912583,0.0,0.0,0.0,0.0,,
FOXA,Fox Corporation,27092531200,communication-services,entertainment,16.731771,0.008643309,11.010536,0.01760901,0.012518186,0.091800004,-0.0138,0.3398,0.2624,,
FRT,Federal Realty Investment Trust,9656228864,real-estate,reit-retail,22.315153,0.040856913,34.623703,-0.07329259,-0.013508225,-0.111099996,-0.24450001,0.0452,-0.5032,,
FSLR,"First Solar, Inc.",21577785344,technology,solar,12.370918,0.0,8.636025,-0.0597388,-0.118577056,0.2308,0.32580003,0.0933,0.1727,,
FTNT,"Fortinet, Inc.",127856943104,technology,software-infrastructure,61.359154,0.0,46.12774,0.08561708,0.5239984,0.25,0.095,0.1584,0.0809,,
FTV,Fortive Corporation,16897854464,technology,scientific-technical-instruments,29.603176,0.0021782536,17.226145,-0.057373032,-0.03887858,0.113199994,0.0767,0.0383,-0.0269,,
GD,General Dynamics Corporation,92906635264,industrials,aerospace-defense,20.95119,0.017462559,18.474422,-0.08639678,-0.033671208,0.0996,0.0956,0.0661,0.08189999,,
GDDY,GoDaddy Inc.,12441870336,technology,software-infrastructure,14.597325,0.0,8.908637,0.025234282,0.03634483,0.18959999,0.24049999,0.255,0.16290002,,
GE,GE Aerospace,331210686464,industrials,aerospace-defense,37.59953,0.005203598,35.122543,-0.080811545,-0.010514454,0.2425,0.13520001,0.19709998,-0.0153,,
GEHC,GE HealthCare Technologies Inc.,29933246464,healthcare,medical-devices,15.269584,0.0021601606,12.244535,-0.028542776,-0.080851674,0.0732,0.0987,0.1254,0.1073,,
GEN,Gen Digital Inc.,16335439872,technology,software-infrastructure,15.9590645,0.01715266,8.2517185,-0.04576415,0.10047202,0.1418,0.1314,0.1585,0.13949999,,
GEV,GE Vernova Inc.,253091479552,industrials,specialty-industrial-machinery,27.21306,0.0018494643,37.82093,-0.03093107,0.051563844,0.74,-0.1927,1.5442,-0.5169,,
GILD,"Gilead Sciences, Inc.",189303963648,healthcare,drug-manufacturers-general,0.0,0.021386823,15.438194,0.090697914,0.127374,-1.0523,24.1992,-0.1305,0.177,,
GIS,"General Mills, Inc.",18952615936,consumer-defensive,packaged-foods,0.0,0.06890709,11.120418,-0.06253635,-0.09947095,-0.1349,0.038,-0.16540001,-0.1047,,
GL,Globe Life Inc.,13020601344,financial-services,insurance-life,11.257807,0.0069702603,10.257146,-0.04365987,0.086483225,0.081999995,0.0514,0.018099999,0.114700004,,
GLW,Corning Incorporated,137555116032,technology,electronic-components,73.93056,0.0070449114,36.711525,0.03461416,0.08306111,0.3007,0.32709998,0.3075,0.27290002,,
GM,General Motors Company,75476475904,consumer-cyclical,auto-manufacturers,37.254463,0.007861823,5.562302,-0.01778465,0.035853274,0.2705,0.11399999,0.27290002,0.1385,,
GNRC,Generac Holdlings Inc.,12177211392,industrials,specialty-industrial-machinery,47.395405,0.0,16.570766,0.016520122,-0.021003043,0.53290004,0.2802,0.3298,0.59220004,,
GOOG,Alphabet Inc.,4248801902592,communication-services,internet-content-information,17.43151,0.0024225498,23.344513,0.011694995,0.03287341,0.90760005,-0.2783,0.051799998,0.1864,,
GOOGL,Alphabet Inc.,4294663995392,communication-services,internet-content-information,17.63737,0.0023945686,23.596497,0.016285026,0.039883398,0.90790004,-0.2773,0.0519,0.18450001,,
GPC,Genuine Parts Company,17865246720,consumer-cyclical,auto-parts,518.36,0.033096086,15.604248,-0.0105442945,0.07960309,0.050100002,0.0731,0.0308,0.1492,,
GPN,Global Payments Inc.,22434347008,industrials,specialty-business-services,40.180096,0.011724704,5.3024416,-0.02800196,0.11063221,0.1169,0.1715,0.0992,0.1513,,
GRMN,Garmin Ltd.,54899335168,technology,scientific-technical-instruments,29.347425,0.014983411,25.867239,0.017579187,0.17355965,0.183,0.0868,0.19770001,0.0224,,
GS,"Goldman Sachs Group, Inc. (The)",276464336896,financial-services,capital-markets,14.661674,0.017719593,12.825323,-0.082166635,-0.008444363,0.3722,0.052800003,0.31059998,0.1142,,
GWW,"W.W. Grainger, Inc.",59753197568,industrials,industrial-distribution,32.338005,0.007254713,24.853416,-0.040931884,0.06227187,0.1767,0.0988,0.1441,0.1822,,
HAL,Halliburton Company,27368331264,energy,oil-gas-equipment-services,17.198952,0.02036538,11.318765,-0.044029932,-0.06816845,-0.029000001,0.2351,0.0104,-0.0654,,
HAS,"Hasbro, Inc.",12258174976,consumer-cyclical,leisure,15.464414,0.031919744,13.342628,-0.046068773,-0.035165753,0.111,0.0583,0.106300004,0.025,,
HBAN,Huntington Bancshares Incorpora,31700307968,financial-services,banks-regional,12.069231,0.038653366,8.851904,-0.089442395,-0.07757973,0.0499,0.15630001,-0.0464,0.077199996,,
HCA,"HCA Healthcare, Inc.",94853636096,healthcare,medical-care-facilities,14.692153,0.0070427493,13.681848,0.07727976,-0.0227513,0.0454,0.0858,-0.0395,0.0014,,
HD,"Home Depot, Inc. (The)",304644521984,consumer-cyclical,home-improvement-retail,21.353148,0.015578735,19.054842,-0.07681967,-0.10690137,0.0226,0.0668,0.026800001,0.0422,,
HIG,"The Hartford Insurance Group, I",34869350400,financial-services,insurance-diversified,8.890193,0.0177465,9.411443,-0.07255446,-0.05490279,-0.0493,0.0721,-0.1906,-0.2045,,
HII,"Huntington Ingalls Industries, ",10676676608,industrials,aerospace-defense,16.13758,0.019884098,13.004709,-0.0848695,-0.21788208,0.2029,0.1254,0.2224,0.25,,
HLT,Hilton Worldwide Holdings Inc.,69419024384,consumer-cyclical,lodging,45.225807,0.0019538885,29.501562,-0.033419132,-0.018666571,0.115,0.15619999,0.1155,0.1461,,
HON,Honeywell International Inc.,67143741440,industrials,conglomerates,8.141814,0.04552499,21.315002,-0.05608758,-0.07891381,-0.5753,0.1965,-0.6157,-0.5305,,
HOOD,"Robinhood Markets, Inc.",111710978048,financial-services,capital-markets,54.977875,0.0,36.710396,0.20162547,0.3094464,0.0233,0.3376,-0.1526,-0.1037,,
HPE,Hewlett Packard Enterprise Comp,81015177216,technology,communication-equipment,31.458761,0.009036438,13.275154,0.15729588,0.7378329,0.97019994,0.2028,1.0458,0.5776,,
HPQ,HP Inc.,28893384704,technology,computer-hardware,12.229009,0.036084976,10.210423,0.09305277,0.3724714,0.04,-0.032899998,-0.198,-0.131,,
HRL,Hormel Foods Corporation,11188631552,consumer-defensive,packaged-foods,32.79032,0.057087,13.086326,-0.13853009,-0.12890343,0.0855,0.0446,0.183,0.104899995,,
HSIC,"Henry Schein, Inc.",9743771648,healthcare,medical-distribution,25.489796,0.0,14.575675,-0.0050866394,0.095839985,0.08180001,0.1157,-0.0211,0.072399996,,
HST,"Host Hotels & Resorts, Inc.",15478506496,real-estate,reit-hotel-motel,14.95302,0.03585836,21.10668,-0.03943982,0.052890237,0.24870001,-0.2315,-0.64559996,0.1367,,
HSY,The Hershey Company,33847939072,consumer-defensive,confectioners,23.013662,0.03361525,17.070961,-0.052288868,-0.121512,0.3454,0.16239999,0.63,0.25,,
HUBB,Hubbell Inc,24241168384,industrials,electrical-equipment-parts,27.181873,0.012196988,20.024727,-0.03502213,-0.061094657,0.1237,0.1197,0.111999996,0.1173,,
HUM,Humana Inc.,44669874176,healthcare,healthcare-plans,35.227272,0.009350732,22.45288,-0.04216632,0.29302433,-0.4659,0.8098,-1.3096001,-0.9846,,
HWM,Howmet Aerospace Inc.,89873883136,industrials,aerospace-defense,48.568966,0.0021110964,34.896954,-0.15518305,-0.087339185,0.415,0.21059999,0.43919998,0.3478,,
IBKR,"Interactive Brokers Group, Inc.",156546564096,financial-services,capital-markets,36.460316,0.0035189358,28.744747,0.003569482,0.14508756,0.2359,0.18100001,0.21360001,0.1271,,
IBM,International Business Machines,217991069696,technology,information-technology-services,20.567112,0.029017378,17.578848,0.0013095712,-0.10757068,0.0631,0.0683,0.087,0.0198,,
ICE,Intercontinental Exchange Inc.,85854052352,financial-services,financial-data-stock-exchanges,21.60028,0.0128724985,17.377165,-0.00032297132,-0.015217698,0.16950001,0.08270001,0.111,0.14770001,,
IDXX,"IDEXX Laboratories, Inc.",41084354560,healthcare,diagnostics-research,36.6737,0.0,31.153484,-0.051779564,-0.12551771,0.1342,0.1284,0.0904,0.0925,,
IEX,IDEX Corporation,16637843456,industrials,specialty-industrial-machinery,32.520172,0.012942076,23.446266,-0.01308797,0.0821022,0.1102,0.09060001,0.1015,0.0875,,
IFF,International Flavors & Fragran,21889316864,basic-materials,specialty-chemicals,0.0,0.019138757,21.658617,0.041350573,0.13673928,-0.22,0.20899999,-0.23200001,-0.158,,
INCY,Incyte Corporation,25728423936,healthcare,biotechnology,16.169428,0.0,14.285104,0.036472924,0.2002235,-0.4918,1.5713,-2.5363,0.082399994,,
INTC,Intel Corporation,654736949248,technology,semiconductors,0.0,0.0,60.065567,0.2725465,0.5972157,2.6197,0.35639998,0.6985,1.8726,,
INTU,Intuit Inc.,78126448640,technology,software-application,17.76124,0.015783245,10.796073,-0.10030092,-0.28863758,-0.0135,0.131,-0.20969999,-0.041300002,,
INVH,Invitation Homes Inc.,16029513728,real-estate,reit-residential,24.899082,0.04394387,38.177494,-0.07613546,-0.02586102,0.2769,-0.1066,-0.0885,0.0529,,
IP,International Paper Company,18910941184,consumer-cyclical,packaging-containers,0.0,0.05236343,11.877717,-0.08035031,-0.06583499,7.6714,1.2533001,1.7455001,11.1876,,
IQV,"IQVIA Holdings, Inc.",44456812544,healthcare,diagnostics-research,33.593285,0.0,18.679094,0.11340678,0.324948,0.0877,0.1153,0.091000006,0.067,,
IR,Ingersoll Rand Inc.,28653756416,industrials,specialty-industrial-machinery,30.516527,0.0016595215,18.852415,-0.07976917,-0.09704919,0.0645,0.1017,0.0494,0.0654,,
IRM,Iron Mountain Incorporated (Del,35167633408,real-estate,reit-specialty,83.78014,0.02889041,43.275814,-0.02325245,0.06423757,0.1676,0.1028,0.1295,0.1033,,
ISRG,"Intuitive Surgical, Inc.",144060022784,healthcare,medical-instruments-supplies,46.111237,0.0,33.253746,0.07687314,-0.11487594,0.20709999,0.121700004,0.0996,0.1243,,
IT,"Gartner, Inc.",11287879680,technology,information-technology-services,16.060198,0.0,10.926914,0.02906599,0.019926356,0.0996,0.1297,0.0324,0.0023999999,,
ITW,Illinois Tool Works Inc.,77029859328,industrials,specialty-industrial-machinery,24.476923,0.024072967,21.810741,-0.033669926,0.009255727,0.091400005,0.082600005,0.0587,0.0964,,
IVZ,Invesco Ltd,13620268032,financial-services,asset-management,0.0,0.027087318,9.436849,-0.012477645,0.11703124,0.3849,0.16280001,0.2085,0.2776,,
J,Jacobs Solutions Inc.,16750565376,industrials,engineering-construction,47.706665,0.009460212,17.329288,0.009864347,0.07541789,0.1879,0.136,0.2157,0.19870001,,
JBHT,"J.B. Hunt Transport Services, I",22296344576,industrials,integrated-freight-logistics,33.72301,0.0075369435,23.646132,-0.12484288,-0.018054804,0.24520001,0.3175,0.14109999,0.169,,
JBL,Jabil Inc.,32377114624,technology,electronic-components,38.67084,0.0010537754,18.352188,-0.028977912,0.03734433,0.3092,0.3189,0.2359,0.2712,,
JCI,Johnson Controls International ,88704778240,industrials,building-products-equipment,41.134834,0.011020803,24.1144,0.011742404,0.07587401,0.3469,0.1991,0.2502,0.2518,,
JKHY,"Jack Henry & Associates, Inc.",10453790720,technology,information-technology-services,21.330473,0.015703352,18.985577,-0.05619527,-0.06407153,0.0913,0.0867,0.0789,0.0587,,
JNJ,Johnson & Johnson,648720613376,healthcare,drug-manufacturers-general,31.228539,0.019445578,22.17746,0.021452805,0.12641652,0.026300002,0.096099995,-0.1238,0.2065,,
JPM,JP Morgan Chase & Co.,903783317504,financial-services,banks-diversified,14.567266,0.017043518,13.606537,-0.038217846,0.059993602,0.22559999,0.0322,0.1625,0.2846,,
KDP,Keurig Dr Pepper Inc.,42879627264,consumer-defensive,beverages-non-alcoholic,31.828283,0.030045722,12.43155,0.011894804,0.07419482,0.118599996,0.105399996,0.1516,0.16700001,,
KEY,KeyCorp,21854793728,financial-services,banks-regional,11.976607,0.039290845,9.581959,-0.08426709,-0.05144565,0.22129999,0.1667,0.1177,0.19860001,,
KEYS,Keysight Technologies Inc.,59129409536,technology,scientific-technical-instruments,46.99865,0.0,25.038263,0.063128404,0.17472179,0.6025,0.20899999,0.76989996,0.493,,
KHC,The Kraft Heinz Company,28459769856,consumer-defensive,packaged-foods,0.0,0.065654494,11.496621,-0.05570551,9.998686e-05,-0.21180001,0.0187,-0.306,-0.2719,,
KIM,Kimco Realty Corporation (HC),15126299648,real-estate,reit-retail,26.220928,0.045696538,25.625,-0.078260034,-0.02689103,0.1518,0.0292,0.0999,0.0932,,
KKR,KKR & Co. Inc.,90918256640,financial-services,asset-management,31.45048,0.007537439,13.286239,-0.054081813,-0.060389336,0.29799998,0.1721,0.1412,0.52669996,,
KLAC,KLA Corporation,246048899072,technology,semiconductor-equipment-materials,51.453552,0.004348535,28.08487,-0.01811318,0.07852023,0.45069999,0.2293,0.3377,0.5374,,
KMB,Kimberly-Clark Corporation,32895393792,consumer-defensive,household-personal-products,19.547432,0.051974628,13.221919,-0.0769704,-0.038656384,-0.0185,0.012200001,-0.1178,-0.1073,,
KMI,"Kinder Morgan, Inc.",69632106496,energy,oil-gas-midstream,20.174194,0.037200503,20.235031,-0.015583156,-0.0007573028,0.2058,-0.014199999,0.1384,-0.0042,,
KO,Coca-Cola Company (The),381248864256,consumer-defensive,beverages-non-alcoholic,26.60961,0.023875114,25.12775,0.017063186,0.118086055,0.1005,0.0681,0.0719,0.0269,,
KR,Kroger Company (The),34584875008,consumer-defensive,grocery-stores,31.654055,0.024124645,10.623515,0.010125434,-0.08056442,0.070700005,0.0615,0.0121,0.0614,,
KVUE,Kenvue Inc.,34305015808,consumer-defensive,household-personal-products,21.011765,0.046972267,14.405434,-0.053955197,-0.008298437,0.0947,0.048600003,0.0519,-0.012999999,,
L,Loews Corporation,21650939904,financial-services,insurance-property-casualty,12.995093,0.0023419203,36.52069,-0.058289785,-0.027669305,0.0,0.0,0.0,0.0,,
LDOS,"Leidos Holdings, Inc.",15474444288,technology,information-technology-services,11.513538,0.013179444,9.6711445,-0.034782607,-0.17897359,0.0341,0.028299998,-0.00029999999,0.0813,,
LEN,Lennar Corporation,20008749056,consumer-cyclical,residential-construction,15.731059,0.025614753,15.369158,-0.011270519,-0.13553861,-0.3859,0.0648,-0.2925,-0.2597,,
LH,Labcorp Holdings Inc.,25265895424,healthcare,diagnostics-research,25.747107,0.0089722425,15.703634,-0.008901836,0.11956561,0.116000004,0.081199996,0.1125,0.0936,,
LHX,"L3Harris Technologies, Inc.",44671025152,industrials,aerospace-defense,24.231314,0.01984368,17.718012,-0.123939715,-0.23268148,0.1287,0.1179,0.122700006,0.1375,,
LII,"Lennox International, Inc.",12845511680,industrials,building-products-equipment,16.511772,0.014464855,14.220061,-0.14427708,-0.24580438,0.0194,0.1071,0.071100004,0.138,,
LIN,Linde plc,214314287104,basic-materials,specialty-chemicals,29.974855,0.013551912,23.77001,-0.04781349,-0.037703726,0.0861,0.1082,0.0729,0.319,,
LITE,Lumentum Holdings Inc.,84826595328,technology,communication-equipment,0.0,0.0,23.818148,0.119372,0.31895155,1.4994999,0.8322,2.8258,2.0057,,
LLY,Eli Lilly and Company,1043462291456,healthcare,drug-manufacturers-general,39.24011,0.0055455877,24.71552,-0.0057322583,0.09672453,0.5244,0.2882,0.4148,0.3323,,
LMT,Lockheed Martin Corporation,120551243776,industrials,aerospace-defense,19.246132,0.025494955,15.947302,-0.06185022,-0.06827895,0.4184,0.0747,0.072,0.45330003,,
LNT,Alliant Energy Corporation,16754977792,utilities,utilities-regulated-electric,20.449368,0.032091733,17.532675,-0.07825293,-0.081676304,0.0634,0.0764,0.0934,0.3455,,
LOW,"Lowe's Companies, Inc.",110011473920,consumer-cyclical,home-improvement-retail,16.588833,0.02539533,15.050522,-0.060013764,-0.1629979,0.0029,0.0579,-0.0577,-0.0028,,
LRCX,Lam Research Corporation,389110759424,technology,semiconductor-equipment-materials,53.892548,0.0034405186,26.68763,0.014816901,0.16064237,0.6332,0.235,0.72940004,0.8153,,
LULU,lululemon athletica inc.,11483951104,consumer-cyclical,apparel-retail,8.537449,0.0,11.997165,-0.098200694,-0.30394644,-0.2738,-0.103199996,-0.5999,-0.19489999,,
LUV,Southwest Airlines Company,20585881600,industrials,airlines,26.300001,0.017237252,8.901262,-0.02820243,-0.029832402,2.4668,0.4662,4.3635,1.2649,,
LVS,Las Vegas Sands Corp.,25713737728,consumer-cyclical,resorts-casinos,15.387598,0.028564332,11.307964,-0.12092683,-0.25076315,0.026800001,0.1359,-0.0424,0.0042,,
LYB,LyondellBasell Industries NV,19136768000,basic-materials,specialty-chemicals,0.0,0.06839309,9.200944,-0.052429833,-0.034774303,4.3554997,-0.30040002,1.6442,7.6443,,
LYV,"Live Nation Entertainment, Inc.",39565840384,communication-services,entertainment,0.0,0.0,89.95286,-0.051090535,0.04555171,-0.84349996,5.2676,1.1208,-0.139,,
MA,Mastercard Incorporated,486965182464,financial-services,credit-services,30.610683,0.0059367563,24.143087,-0.019735096,0.04528704,0.1717,0.15529999,0.1761,0.0862,,
MAA,Mid-America Apartment Communiti,14174535680,real-estate,reit-residential,34.83918,0.05123675,36.330982,-0.08764993,-0.095386416,-0.0117,-0.1595,-0.0719,0.8139,,
MAR,Marriott International,90762313728,consumer-cyclical,lodging,36.031055,0.007996265,26.45462,-0.01696848,0.0039196527,0.17,0.122200005,0.1443,0.173,,
MAS,Masco Corporation,13795231744,industrials,building-products-equipment,16.119816,0.018600533,15.027128,-0.05324358,0.00070301763,0.1444,0.0273,0.0647,0.0219,,
MCD,McDonald's Corporation,177158062080,consumer-cyclical,restaurants,20.320618,0.029651443,17.951036,-0.054819304,-0.14617576,0.059299998,0.0792,0.0556,0.058000002,,
MCHP,Microchip Technology Incorporat,41170919424,technology,semiconductors,111.5,0.02433806,16.541763,-0.013063707,-0.03281689,1.2232,0.2571,1.6687,1.1368,,
MCK,McKesson Corporation,103908827136,healthcare,medical-distribution,23.88076,0.003700069,17.658888,0.026432952,0.055415656,0.14140001,0.1305,0.091400005,0.1815,,
MCO,Moody's Corporation,81265180672,financial-services,financial-data-stock-exchanges,29.793652,0.008432859,24.796358,-0.038209695,-0.006920896,0.1357,0.1153,0.082399994,0.0064999997,,
MDLZ,"Mondelez International, Inc.",77956898816,consumer-defensive,confectioners,22.373627,0.033239156,18.177599,-0.0148704415,0.028744439,0.044,0.1022,-0.0221,0.3033,,
MDT,Medtronic plc.,116107345920,healthcare,medical-devices,22.357141,0.03106267,14.168953,0.021547329,0.017501073,0.080299996,0.072399996,-0.0211,0.047,,
MET,"MetLife, Inc.",60954947584,financial-services,insurance-life,18.375479,0.023747932,8.783416,-0.00026892906,0.15538214,0.116000004,0.1082,0.0776,0.0466,,
META,"Meta Platforms, Inc.",1876480229376,communication-services,internet-content-information,27.754143,0.0028330712,21.142416,0.2098735,0.17925145,0.3314,0.0829,5.1425,-0.074,,
MGM,MGM Resorts International,9952613376,consumer-cyclical,resorts-casinos,23.575758,0.0,18.8282,-0.10249133,-0.024944078,-0.4344,0.103599995,-0.034,-0.6871,,
MKC,"McCormick & Company, Incorporat",13286643712,consumer-defensive,packaged-foods,8.222961,0.03804459,14.994659,-0.059268765,-0.12208479,0.029000001,0.0677,-0.1108,0.0252,,
MLM,"Martin Marietta Materials, Inc.",35462819840,basic-materials,building-materials,32.445744,0.006644385,23.35022,-0.067474455,-0.16174486,-0.1017,0.2683,-0.1416,-0.012999999,,
MMM,3M Company,87311810560,industrials,conglomerates,30.071049,0.018306358,17.302435,-0.01930681,0.05383461,0.1097,0.094,0.0929,0.1,,
MNST,Monster Beverage Corporation,86727221248,consumer-defensive,beverages-non-alcoholic,40.990738,0.0,33.81558,-0.047778796,0.050674796,0.1866,0.1373,0.1233,0.1976,,
MO,"Altria Group, Inc.",114611216384,consumer-defensive,tobacco,14.450526,0.061870713,11.705261,-0.007647925,0.025688551,0.047399998,0.032899998,0.0398,0.0545,,
MOS,Mosaic Company (The),7861559296,basic-materials,agricultural-inputs,0.0,0.036560033,15.807269,0.052009113,0.00667994,-0.8268,2.9791,-0.95199996,-0.0883,,
MPC,Marathon Petroleum Corporation,109431791616,energy,oil-gas-refining-marketing,13.507105,0.0099408515,8.267452,0.11517737,0.54443514,4.2856,-0.1666,6.555,2.6772,,
MPWR,"Monolithic Power Systems, Inc.",67847806976,technology,semiconductors,84.44159,0.0055726,39.592552,0.060738564,0.09120587,0.5437,0.2712,0.62810004,0.6863,,
MRK,"Merck & Company, Inc.",372320862208,healthcare,drug-manufacturers-general,119.769844,0.022207357,15.82883,0.09047368,0.2502864,-0.6943,2.4791,-0.14310001,-0.0418,,
MRNA,"Moderna, Inc.",72884502528,healthcare,biotechnology,0.0,0.0,-40.850945,0.8208657,1.9929966,-0.1547,0.42900002,-1.5279,0.17459999,,
MRSH,Marsh,81130684416,financial-services,insurance-brokers,20.758242,0.021364057,14.899604,-0.0835594,-0.043446947,0.072,0.0917,0.0671,0.0514,,
MS,Morgan Stanley,314395951104,financial-services,capital-markets,16.156576,0.020133903,14.673403,-0.064597815,0.03643629,0.2711,0.0541,0.1277,0.0988,,
MSCI,MSCI Inc.,39903576064,financial-services,financial-data-stock-exchanges,29.993444,0.0137753375,24.39754,-0.038498547,-0.041548137,0.1424,0.1396,0.1237,0.1109,,
