Ticker,Short Name,Market Cap,Sector,Industry,PE Ratio,Dividend Yield,Forward P/E Ratio,50日均差%,200日均差%,CurrentY成長,NextY成長,CurrentQ成長,NextQ成長
AVB,"AvalonBay Communities, Inc.",26283393024,real-estate,reit-residential,25.248285,0.038357057,36.584446,0.0,0.0,-0.08229999,0.0942,-0.15619999,0.1004
AVGO,Broadcom Inc.,1731204612096,technology,semiconductors,46.31673,0.007283729,18.709333,-0.04501633,-0.017439323,0.7093,0.6628,0.9619,0.9881
AVY,Avery Dennison Corporation,12833206272,consumer-cyclical,packaging-containers,18.526258,0.022777412,15.137347,-0.011762184,-0.02180702,0.0688,0.09819999,-0.016900001,0.016
AWK,"American Water Works Company, I",26623723520,utilities,utilities-regulated-water,23.1782,0.024856513,20.40406,-0.015880229,0.015594016,0.0789,0.0791,0.0714,0.1408
AXON,"Axon Enterprise, Inc.",36724187136,industrials,aerospace-defense,186.80165,0.0,42.841694,-0.17583305,-0.10128104,0.1196,0.3758,0.6758,0.060700003
AXP,American Express Company,211770408960,financial-services,credit-services,19.02852,0.011362177,15.593975,-0.06916538,-0.06548769,0.14899999,0.1377,0.1092,0.2142
AZO,"AutoZone, Inc.",0,consumer-cyclical,auto-parts,19.287533,0.0,16.046307,-0.06460508,-0.15973783,0.0385,0.159,0.106300004,0.22049999
BA,Boeing Company (The),158982930432,industrials,aerospace-defense,72.617325,0.0,49.176357,-0.06980942,-0.09065226,-1.9043,4.8937,0.9804,-0.9986
BAC,Bank of America Corporation,405299691520,financial-services,banks-diversified,13.385681,0.019400658,10.95327,-0.06424368,0.049315646,0.2242,0.1318,0.11399999,0.1807
BALL,Ball Corporation,15805436928,consumer-cyclical,packaging-containers,17.108883,0.013300083,13.202086,-0.046808723,0.0013953213,0.1273,0.1238,0.042,0.086899996
BAX,Baxter International Inc.,11854717952,healthcare,medical-instruments-supplies,0.0,0.00877193,11.260066,-0.08305673,0.11364473,-0.0983,-0.0052,-0.248,0.3925
BBY,"Best Buy Co., Inc.",19550816256,consumer-cyclical,specialty-retail,15.510815,0.041141625,12.9235115,0.077922136,0.292378,0.0625,0.0558,0.0645,-0.0072000003
BDX,"Becton, Dickinson and Company",49220296704,healthcare,medical-instruments-supplies,31.317158,0.023156848,13.594142,0.033801377,0.12150682,-0.1234,0.053000003,0.026600001,-0.0624
BEN,"Franklin Templeton, Inc.",17091706880,financial-services,asset-management,22.884354,0.039684944,10.577885,-0.001003808,0.15788585,0.3026,0.0998,0.1444,0.0635
BG,Bunge Limited,21634533376,consumer-defensive,farm-products,24.321814,0.024571724,9.999094,-0.026666598,-0.023856172,0.2701,0.1713,0.092700005,0.66440004
BIIB,Biogen Inc.,32368470016,healthcare,drug-manufacturers-general,38.98043,0.0,13.248185,0.04039233,0.13600805,-0.17940001,0.3188,-0.5782,0.6433
BKNG,Booking Holdings Inc. Common St,126622638080,consumer-cyclical,travel-services,18.724445,0.00957713,13.618131,-0.126738,-0.08891243,0.1451,0.1846,0.1275,0.1832
BKR,Baker Hughes Company,57406341120,energy,oil-gas-equipment-services,18.594856,0.016069869,18.589357,-0.045775652,-0.018764451,0.0018000001,0.1943,-0.0929,-0.1122
BLDR,"Builders FirstSource, Inc.",6296544768,industrials,building-products-equipment,63.608696,0.0,13.235507,-0.15148315,-0.33596966,-0.5404,0.39630002,-0.42279997,-0.4332
BLK,"BlackRock, Inc.",177142923264,financial-services,asset-management,26.13303,0.020452801,16.953293,-0.014492268,0.02744393,0.17040001,0.1426,0.2354,0.1725
BMY,Bristol-Myers Squibb Company,127914786816,healthcare,drug-manufacturers-general,13.792952,0.03980336,9.538694,-0.021684855,0.06389395,0.12979999,-0.0552,0.061100002,0.2665
BNY,The Bank of New York Mellon Cor,104415002624,financial-services,banks-diversified,17.956827,0.013785032,15.015299,-0.03363472,0.13888106,0.2334,0.1079,0.1785,0.1
BR,"Broadridge Financial Solutions,",18770268160,technology,information-technology-services,17.165796,0.023907313,14.221023,-0.0060127345,-0.056451865,0.0988,0.097399995,-0.0934,0.119799994
BRO,"Brown & Brown, Inc.",21515448320,financial-services,insurance-brokers,20.54313,0.009920025,13.325984,-0.08060102,-0.065903865,0.052199997,0.0765,0.0342,0.0066000004
BSX,Boston Scientific Corporation,63360319488,healthcare,medical-devices,17.700405,0.0,12.785532,-0.06650609,-0.31982526,0.0708,0.0436,0.031,0.048299998
BX,Blackstone Inc.,151097606144,financial-services,asset-management,28.279644,0.041853394,16.88867,-0.05663897,-0.028788606,0.0802,0.2441,-0.104499996,0.0076
BXP,"BXP, Inc.",11599668224,real-estate,reit-office,34.478493,0.044324838,28.850737,-0.05673422,0.013488365,,0.060100004,2.4961,-0.1125
C,"Citigroup, Inc.",226537848832,financial-services,banks-diversified,14.552802,0.018213553,10.471485,0.0048243995,0.08240986,0.48150003,0.15619999,0.1575,0.8757
CAG,"ConAgra Brands, Inc.",7111484928,consumer-defensive,packaged-foods,0.0,0.09253139,9.547367,-0.02297267,-0.056968994,-0.16149999,0.0792,-0.2783,-0.098400004
CAH,"Cardinal Health, Inc.",52503969792,healthcare,medical-distribution,31.224066,0.009086876,16.037094,-0.033408307,0.041183565,0.1476,0.12020001,0.1517,0.1843
CARR,Carrier Global Corporation,45024632832,industrials,building-products-equipment,39.014286,0.017538976,16.507444,-0.12110474,-0.11248111,0.113800004,0.1452,0.1486,1.0941
CASY,"Caseys General Stores, Inc.",21634265088,consumer-cyclical,specialty-retail,28.181993,0.003949923,24.958046,-0.2634418,-0.19814806,0.113000005,0.09770001,0.23290001,0.6747
CAT,"Caterpillar, Inc.",375324540928,industrials,farm-heavy-construction-machinery,35.163654,0.007614433,25.218256,-0.028138185,0.0413063,0.4264,0.1909,0.39740002,0.3404
CB,Chubb Limited,130114871296,financial-services,insurance-property-casualty,11.959575,0.011537107,11.588421,-0.025173848,0.027262768,0.1182,0.0499,-0.1532,-0.0419
CBOE,"Cboe Global Markets, Inc.",28345710592,financial-services,financial-data-stock-exchanges,21.172386,0.010554864,17.830257,-0.06280644,-0.05210361,0.3225,0.0788,0.2879,0.1371
CBRE,CBRE Group Inc,41470078976,real-estate,real-estate-services,32.771168,0.0,15.745392,-0.011605882,-0.02178586,0.22479999,0.16399999,0.2138,-0.0070999996
CCI,Crown Castle Inc.,31997140992,real-estate,reit-specialty,29.885714,0.05817137,25.358631,-0.03471949,-0.12896068,-0.0853,0.2526,0.0622,0.0996
CCL,Carnival Corporation Ltd.,30556872704,consumer-cyclical,travel-services,10.049549,0.013736264,8.566634,-0.13784446,-0.192873,-0.0106,0.1699,-0.0541,-0.2585
CDNS,"Cadence Design Systems, Inc.",81213390848,technology,software-application,58.511906,0.0,30.894398,-0.09198514,-0.09563372,0.18370001,0.1723,0.0598,0.0147
CDW,CDW Corporation,18303801344,technology,information-technology-services,17.597357,0.01720364,12.185369,0.03180188,0.10856838,0.093100004,0.1,0.09,0.097399995
CEG,Constellation Energy Corporatio,92867502080,utilities,utilities-independent-power-producers,25.59668,0.006395508,19.69638,-0.03336236,-0.1049461,0.2923,0.0967,0.2345,0.35799998
CF,"CF Industries Holdings, Inc.",18655451136,basic-materials,agricultural-inputs,9.137879,0.015661707,11.515815,-0.01587597,0.11517505,0.6793,-0.2787,0.3755,0.38439998
CFG,"Citizens Financial Group, Inc.",28370468864,financial-services,banks-regional,14.675381,0.02684964,10.313051,-0.05373319,0.04045588,0.3731,0.2324,0.33650002,0.3164
CHD,"Church & Dwight Company, Inc.",22650599424,consumer-defensive,household-personal-products,30.60577,0.012717678,23.66396,-0.033449233,0.00072783465,0.0683,0.07,0.1092,0.1992
CHRW,"C.H. Robinson Worldwide, Inc.",17859545088,industrials,integrated-freight-logistics,29.112381,0.0164063,20.380787,-0.055933673,-0.11479008,0.22659999,0.20120001,0.21139999,0.301
CHTR,"Charter Communications, Inc.",16030269440,communication-services,telecom-services,3.2097318,0.0,2.946727,-0.13984026,-0.3126405,0.1282,0.0296,0.12020001,0.0779
CI,The Cigna Group,72526086144,healthcare,healthcare-plans,11.355813,0.022304563,8.20501,-0.029926786,-0.019233158,0.0224,0.096499994,-0.0428,-0.081199996
CIEN,Ciena Corporation,51896246272,technology,communication-equipment,82.05381,0.0,31.02647,-0.04687746,-0.046445154,1.7146001,0.7647,11.438399,0.7517
CINF,Cincinnati Financial Corporatio,25607813120,financial-services,insurance-property-casualty,7.873997,0.021420117,18.474802,-0.04402358,-0.0039022479,0.0618,0.0699,-0.3367,-0.1309
CL,Colgate-Palmolive Company,68764131328,consumer-defensive,household-personal-products,33.960632,0.023893906,21.026102,-0.05067746,-0.020630794,0.0502,0.060100004,0.0216,0.0188
CLX,Clorox Company (The),10264624128,consumer-defensive,household-personal-products,17.64657,0.05980746,13.557827,-0.13644712,-0.1712508,0.047199998,0.081099994,0.3068,-0.0201
CMCSA,Comcast Corporation,81370243072,communication-services,telecom-services,7.3493595,0.058047496,6.4046702,-0.082344845,-0.14708494,-0.1879,0.0228,-0.1158,-0.1823
CME,CME Group Inc.,99074875392,financial-services,financial-data-stock-exchanges,23.369804,0.01847759,21.315277,0.034772854,-0.011399833,0.0938,0.0552,0.0954,0.0688
CMG,"Chipotle Mexican Grill, Inc.",41935949824,consumer-cyclical,restaurants,30.685183,0.0,24.186956,-0.055458356,-0.052708518,-0.0172,0.1915,0.0027,0.13949999
CMI,Cummins Inc.,73620217856,industrials,specialty-industrial-machinery,27.298622,0.0150310965,15.499061,-0.12065816,-0.112761945,0.39360002,0.1807,1.1762999,1.0004001
CMS,CMS Energy Corporation,20288440320,utilities,utilities-regulated-electric,19.429428,0.034052648,15.569726,-0.083224066,-0.11615283,0.0723,0.0735,0.2086,0.3171
CNC,Centene Corporation,32104734720,healthcare,healthcare-plans,0.0,0.0,12.152751,-0.0077468804,0.25899222,1.3484,0.094799995,-0.8056,0.08229999
CNP,"CenterPoint Energy, Inc (Holdin",25024784384,utilities,utilities-regulated-electric,22.613096,0.023547878,18.199675,-0.07176642,-0.082935326,0.0857,0.0924,-0.0175,0.028099999
COF,Capital One Financial Corporati,125715316736,financial-services,credit-services,11.284141,0.014819939,8.5240135,-0.036480427,-0.012066866,0.036199998,0.1831,-0.1094,0.2382
COHR,Coherent Corp.,62963978240,technology,scientific-technical-instruments,77.84988,0.0,23.039259,0.08340594,0.1362477,0.6785,0.482,0.6886,0.6993
COIN,"Coinbase Global, Inc.",53044416512,financial-services,financial-data-stock-exchanges,0.0,0.0,70.9792,0.20633963,0.06251366,-1.4511,2.4111,-1.1394,1.0455999
COO,"The Cooper Companies, Inc.",10291204096,healthcare,medical-instruments-supplies,18.597937,0.0,11.530227,-0.22625588,-0.25395927,0.0994,0.036199998,-0.025999999,-0.047
COP,ConocoPhillips,153206571008,energy,oil-gas-e-p,16.89139,0.025032237,13.259886,0.015840206,0.11010814,0.71309996,-0.088599995,0.6308,1.6352
COR,"Cencora, Inc.",60394889216,healthcare,medical-distribution,23.513372,0.0076105963,15.978951,-0.00042447587,-0.010458049,0.1171,0.1082,0.1881,0.1262
COST,Costco Wholesale Corporation,398456848384,consumer-defensive,discount-stores,45.19517,0.0059979223,39.717003,-0.040638383,-0.06448983,0.1291,0.102299996,0.111999996,0.0793
CPAY,"Corpay, Inc.",26081306624,technology,software-infrastructure,24.176506,0.0,12.631001,0.004574497,0.16038151,0.28120002,0.148,0.261,0.22709998
CPB,The Campbell's Company,5943250432,consumer-defensive,packaged-foods,15.213741,0.075398736,10.85784,-0.112968564,-0.1582566,-0.2183,0.082100004,-0.4644,-0.18049999
CPRT,"Copart, Inc.",26765209600,industrials,specialty-business-services,18.651613,0.0,16.328722,-0.049588405,-0.15073372,,0.1187,-0.0311,0.0404
CPT,Camden Property Trust,11436693504,real-estate,reit-residential,32.61386,0.042574655,90.660545,-0.09204504,-0.07839174,0.7909,-0.5251,-0.5722,-0.45720002
CRH,CRH PLC,57972887552,basic-materials,building-materials,15.39576,0.017643644,13.412654,-0.09572976,-0.2100419,0.041100003,0.1246,-0.0017,0.0994
CRL,Charles River Laboratories Inte,13439278080,healthcare,diagnostics-research,0.0,0.0,21.950418,0.05884386,0.36155316,0.102299996,0.121700004,0.2147,0.38669997
CRM,"Salesforce, Inc.",194573664256,technology,software-application,21.650183,0.0071956962,-124.43158,0.14252742,0.17291085,0.3384,-0.0444,0.060399998,-0.0665
CRWD,"CrowdStrike Holdings, Inc.",255318163456,technology,software-infrastructure,4987.0,0.0,155.27023,0.20409963,0.6966127,0.347,0.2785,0.2959,0.2737
CSCO,"Cisco Systems, Inc.",439440736256,technology,communication-equipment,33.471474,0.015158433,19.895542,-0.015965644,0.1581577,0.1877,0.08939999,0.3218,0.1838
CSGP,"CoStar Group, Inc.",11766938624,real-estate,real-estate-services,161.33333,0.0,16.372278,-0.046017148,-0.30939686,0.56490004,0.3028,0.4759,0.5488
CSX,CSX Corporation,85195325440,industrials,railroads,26.738373,0.011464969,20.246447,-0.082786486,0.050354995,0.2463,0.1321,0.2198,0.2764
CTAS,Cintas Corporation,78785388544,industrials,specialty-business-services,40.179592,0.009107468,32.192345,-0.02288532,0.049863163,0.1184,0.1106,0.1308,0.1163
CTSH,Cognizant Technology Solutions ,26747377664,technology,information-technology-services,12.74249,0.021713713,9.396001,0.060891364,-0.04434353,0.0864,0.1018,0.053600002,0.1225
CTVA,"Corteva, Inc.",52781879296,basic-materials,agricultural-inputs,47.945457,0.0089407675,19.182135,-0.047661446,0.012179215,0.1274,0.3032,-0.6677,0.4584
CVNA,Carvana Co.,74466590720,consumer-cyclical,auto-truck-dealerships,35.544975,0.0,29.698332,-0.02934502,-0.0806848,-0.0726,0.4559,1.1151999,-0.5573
CVS,CVS Health Corporation,112037806080,healthcare,healthcare-plans,23.113457,0.02994147,10.271527,-0.11468295,0.004089674,0.1916,0.060300004,0.0146,0.1657
CVX,Chevron Corporation,399519744000,energy,oil-gas-integrated,19.6025,0.033315834,15.016954,0.024668094,0.107507415,1.223,-0.16309999,1.5761,1.7195
D,"Dominion Energy, Inc.",55251820544,utilities,utilities-regulated-electric,21.737022,0.041994337,16.469904,-0.074777775,-0.022291062,0.0482,0.064,0.1314,-0.0163
DAL,"Delta Air Lines, Inc.",54253899776,industrials,airlines,13.681592,0.009771414,9.721815,-0.022127168,0.09952285,0.0701,0.3502,0.1821,0.2865
DASH,"DoorDash, Inc.",83986145280,consumer-cyclical,internet-retail,101.48168,0.0,23.800375,-0.056243192,0.028031295,0.2133,0.73,0.48970002,0.7314
DD,"DuPont de Nemours, Inc.",17527226368,basic-materials,specialty-chemicals,55.465813,0.023486553,16.295532,-0.049416624,-0.05393228,0.4405,0.0971,-0.41959998,0.3483
DDOG,"Datadog, Inc.",87991328768,technology,software-application,480.4902,0.0,82.41213,0.005838456,0.36725503,0.23290001,0.1765,0.16440001,0.081999995
DE,Deere & Company,184620597248,industrials,farm-heavy-construction-machinery,38.0617,0.009473823,30.154234,0.08669085,0.18616265,-0.020299999,0.25190002,0.036199998,0.3639
DECK,Deckers Outdoor Corporation,10925871104,consumer-cyclical,footwear-accessories,11.412518,0.0,9.63652,-0.13715224,-0.21570696,0.070199996,0.1116,-0.019,0.114300005
DELL,Dell Technologies Inc.,365789413376,technology,computer-hardware,33.42882,0.004066472,19.758472,0.24327911,1.1113456,1.5142999,0.0083,1.5317999,1.04
DG,Dollar General Corporation,26895392768,consumer-defensive,discount-stores,15.832468,0.019279469,14.753079,-0.01958103,-0.040281598,0.1541,0.056900002,0.1005,0.0547
DGX,Quest Diagnostics Incorporated,27028228096,healthcare,diagnostics-research,26.02338,0.013471292,20.308998,0.052645195,0.20381092,0.1362,0.0774,0.1013,0.107
DHI,"D.R. Horton, Inc.",38948405248,consumer-cyclical,residential-construction,13.274548,0.012679322,11.883975,-0.045365866,-0.067949995,-0.098900005,0.1154,-0.0028,0.0925
DHR,Danaher Corporation,151732502528,healthcare,diagnostics-research,38.47415,0.0067985463,23.21292,0.05889673,0.06886436,0.0907,0.0929,0.0124,0.1591
DIS,Walt Disney Company (The),179972571136,communication-services,entertainment,21.490723,0.014609915,13.938237,0.01480291,0.001903756,0.16700001,0.0806,0.5163,0.1616
DLR,"Digital Realty Trust, Inc.",70370082816,real-estate,reit-specialty,90.45146,0.026795521,67.43659,-0.0066638235,0.034956817,1.0265,-0.1294,0.7061,0.32970002
DLTR,"Dollar Tree, Inc.",21076512768,consumer-defensive,discount-stores,13.765932,0.0,14.2049265,-0.1104885,-0.045396965,0.3616,0.01,-0.2345,0.0255
DOC,"Healthpeak Properties, Inc.",14689386496,real-estate,reit-healthcare-facilities,59.2,0.06000984,148.0,-0.027275775,0.10663364,1.3077,0.5556,1.1374,-0.6862
DOV,Dover Corporation,25062641664,industrials,specialty-industrial-machinery,22.501812,0.011098068,16.003323,-0.080085814,-0.11512128,0.1103,0.08979999,0.0919,0.121199995
DOW,Dow Inc.,20420573184,basic-materials,chemicals,0.0,0.04872955,15.88845,-0.06533714,-0.11049439,3.5341,-0.253,4.5656,2.1182
DPZ,Domino's Pizza Inc,9790209024,consumer-cyclical,restaurants,16.76714,0.0253569,14.18756,-0.11773997,-0.17856863,0.0837,0.098400004,0.0779,0.213
DRI,"Darden Restaurants, Inc.",23992508416,consumer-cyclical,restaurants,20.240421,0.028669724,17.044909,0.0033475077,0.041568853,0.0602,0.099,0.0422,0.1017
DTE,DTE Energy Company,26246146048,utilities,utilities-regulated-electric,19.957277,0.036001727,15.078987,-0.09853057,-0.10758346,0.047399998,0.0851,0.0684,1223.0306
DUK,Duke Energy Corporation (Holdin,91022434304,utilities,utilities-regulated-electric,17.581326,0.03624607,16.278618,-0.052933224,-0.059375253,0.0635,0.0687,0.0121,0.025899999
DVA,DaVita Inc.,11633291264,healthcare,medical-care-facilities,15.452541,0.0,10.570202,-0.09091909,0.091340035,0.3771,0.162,0.42540002,0.29799998
DVN,Devon Energy Corporation,52349001728,energy,oil-gas-e-p,10.345653,0.021394774,8.885578,0.029725472,0.07895357,0.36130002,-0.0797,0.16209999,0.5976
DXCM,"DexCom, Inc.",33649258496,healthcare,medical-devices,35.24506,0.0,28.542986,0.06352017,0.23852128,0.2738,0.1734,0.1001,0.0788
EA,Electronic Arts Inc.,52925640704,communication-services,electronic-gaming-multimedia,59.743587,Infinity,21.720531,0.0,0.0,0.3732,0.27899998,1.0605,6.2543
EBAY,eBay Inc.,48193503232,consumer-cyclical,internet-retail,22.7521,0.010729615,16.127544,-0.0010662726,0.084719315,0.1102,0.0968,0.0373,0.040700004
ECL,Ecolab Inc.,75683119104,basic-materials,specialty-chemicals,36.287636,0.010539598,28.671467,-0.0279503,-0.011508318,0.0848,0.1528,0.0517,0.0673
ED,"Consolidated Edison, Inc.",38410403840,utilities,utilities-regulated-electric,17.082237,0.03296026,16.003353,-0.044967253,-0.03447259,0.0714,0.0627,0.066,0.17889999
EFX,"Equifax, Inc.",18635454464,industrials,consulting-services,27.876976,0.013344243,15.60385,-0.11072992,-0.14647815,0.119399995,0.187,0.0907,0.0673
EG,"Everest Group, Ltd.",14164574208,financial-services,insurance-reinsurance,7.8084974,0.02134187,6.182559,-0.0148710655,0.0688217,0.20729999,0.1112,0.0872,0.0107
EIX,Edison International,21145528320,utilities,utilities-regulated-electric,5.670795,0.0625565,8.450076,-0.20561485,-0.19645478,-0.0654,0.0623,-0.21200001,-0.2716
EL,"Estee Lauder Companies, Inc. (T",34855673856,consumer-defensive,household-personal-products,192.68,0.01498448,24.617224,0.056797612,0.041144818,0.3241,0.1776,0.5799,0.3566
ELV,"Elevance Health, Inc.",88766767104,healthcare,healthcare-plans,18.111061,0.016693028,13.856334,0.03045679,0.12728944,-0.1031,0.0874,-0.22700001,-0.2702
EME,"EMCOR Group, Inc.",33422514176,industrials,engineering-construction,23.604675,0.0008665626,20.618526,-0.018304113,-0.010621478,0.2698,0.1187,0.2678,0.20040001
EMR,Emerson Electric Company,84629413888,industrials,specialty-industrial-machinery,33.199123,0.014627802,20.93605,0.0046178717,0.056523133,0.093100004,0.104899995,0.13430001,0.1078
EOG,"EOG Resources, Inc.",74157940736,energy,oil-gas-e-p,11.002335,0.028288152,9.539811,-0.019829417,0.08353487,0.6682,-0.12560001,0.48740003,0.8239
EPAM,"EPAM Systems, Inc.",5836035072,technology,information-technology-services,15.370923,0.0,8.0453205,0.084081724,-0.16404715,0.1436,0.0692,0.105299994,0.0774
EQIX,"Equinix, Inc.",104321630208,real-estate,reit-specialty,68.12242,0.019288385,56.78088,0.012858551,0.08638349,0.2193,0.0417,0.0388,0.1112
EQR,Equity Residential,24611481600,real-estate,reit-residential,28.675674,0.04229195,41.35888,0.0,0.0,0.0123000005,0.2038,-0.0023999999,0.32849997
EQT,EQT Corporation,31357118464,energy,oil-gas-e-p,11.631091,0.01306,13.140581,-0.051089317,-0.10322163,0.3127,0.0022,-0.1594,-0.0968
ERIE,Erie Indemnity Company,12337794048,financial-services,insurance-brokers,21.41107,0.024066094,16.841541,-0.04036212,-0.06419383,0.0369,,-0.0224,0.0683
ES,Eversource Energy (D/B/A),25195773952,utilities,utilities-regulated-electric,17.374025,0.046016507,13.605289,-0.07004485,-0.04814562,-0.0229,0.0571,-0.1305,-0.0934
ESS,"Essex Property Trust, Inc.",18707697664,real-estate,reit-residential,42.20685,0.038215145,43.080242,-0.049090248,0.013931123,-0.0456,0.1461,-0.0796,0.19319999
ETN,"Eaton Corporation, PLC",169121005568,industrials,specialty-industrial-machinery,44.386337,0.010076042,26.989,0.047048982,0.1330742,0.1229,0.1903,0.1487,0.2177
ETR,Entergy Corporation,48532635648,utilities,utilities-regulated-electric,25.97954,0.02470346,19.900478,-0.06365968,-0.041127753,0.125,0.1604,0.0651,0.78480005
EVRG,"Evergy, Inc.",18274754560,utilities,utilities-regulated-electric,20.167938,0.034507398,17.362427,-0.046737082,-0.019642413,0.1121,0.0718,0.0706,0.3291
EW,Edwards Lifesciences Corporatio,50919174144,healthcare,medical-devices,52.583332,0.0,26.158228,-0.0027500188,0.03922374,0.1717,0.1259,0.099700004,0.218
EXC,Exelon Corporation,43250061312,utilities,utilities-regulated-electric,15.433824,0.03898265,13.8169365,-0.067947924,-0.08333205,0.0313,0.0636,-0.059499998,0.4253
EXE,Expand Energy Corporation,20291307520,energy,oil-gas-e-p,7.5560346,0.036461312,10.073335,-0.06267406,-0.123311296,0.4413,-0.010299999,0.3859,0.1001
EXPD,Expeditors International of Was,24977696768,industrials,integrated-freight-logistics,27.969433,0.00827485,24.238104,0.051000394,0.19483563,0.2976,0.045300003,0.3038,0.25100002
EXPE,"Expedia Group, Inc.",33728604160,consumer-cyclical,travel-services,17.674213,0.00630034,11.486162,-0.056417514,0.08014754,0.32349998,0.16549999,0.1683,0.20729999
EXR,Extra Space Storage Inc,30337773568,real-estate,reit-industrial,30.344372,0.047399603,28.566797,-0.050733794,-0.029460676,0.0152,0.0327,0.5276,-0.136
F,Ford Motor Company,52516638720,consumer-cyclical,auto-manufacturers,0.0,0.045420136,6.7396755,-0.06590446,-0.026614718,0.71300006,0.0466,-0.078600004,1.8628
FANG,"Diamondback Energy, Inc.",52999344128,energy,oil-gas-e-p,36.05143,0.0220871,10.13513,-0.05066244,0.033027224,0.56259996,-0.10609999,0.6082,1.9397999
FAST,Fastenal Company,56973258752,industrials,industrial-distribution,42.4359,0.01877168,35.393753,0.0135010965,0.0844578,0.15810001,0.1073,0.1588,0.1617
FCX,"Freeport-McMoRan, Inc.",103623032832,basic-materials,copper,35.37255,0.0083869165,17.419687,0.05483819,0.15812427,0.72110003,0.35979998,0.48669997,1.1543
FDS,FactSet Research Systems Inc.,10104171520,financial-services,financial-data-stock-exchanges,18.715416,0.015713632,14.398268,0.019639814,0.13735355,0.050300002,0.106400006,0.0733,0.0959
FDX,FedEx Corporation,70004752384,industrials,integrated-freight-logistics,15.945554,0.018343488,14.180103,-0.07124173,2.7960697e-05,-0.029000001,0.18110001,,
FE,FirstEnergy Corp.,26021439488,utilities,utilities-regulated-electric,24.048128,0.039770216,15.2471695,-0.050729066,-0.05298797,0.0719,0.079,0.12020001,0.1096
FFIV,"F5, Inc.",25487896576,technology,software-infrastructure,35.921787,0.0,24.899374,0.1124106,0.34209603,0.0962,0.043,-0.0307,-0.0198
FICO,Fair Isaac Corporation,19967447040,technology,software-application,26.74342,0.0,17.406712,-0.17411686,-0.27138108,0.4397,0.2347,0.4287,0.4354
FIS,Fidelity National Information S,18147690496,technology,information-technology-services,5.4055295,0.047164515,5.2519174,-0.14952345,-0.2728423,0.0771,0.08180001,0.061300002,0.0456
FISV,"Fiserv, Inc.",24711200768,,,8.9023,0.0,5.772162,-0.10563406,-0.19602354,-0.1617,0.111499995,-0.1576,-0.047
FITB,Fifth Third Bancorp,48346443776,financial-services,banks-regional,17.949495,0.030240031,10.795017,-0.04918683,0.03689427,-0.1308,0.59459996,-0.0761,0.152
FIX,"Comfort Systems USA, Inc.",57457905664,industrials,engineering-construction,40.191776,0.0015744503,27.129133,-0.025083823,0.072462514,0.6969,0.22799999,0.5525,0.4022
FOX,Fox Corporation,24414904320,communication-services,entertainment,15.078126,0.009698649,10.078329,0.030120818,0.01625484,0.0,0.0,0.0,0.0
FOXA,Fox Corporation,27320233984,communication-services,entertainment,16.872396,0.008688906,11.103076,0.02964173,0.020910613,0.0917,-0.0138,0.338,0.2662
FRT,Federal Realty Investment Trust,9671090176,real-estate,reit-retail,22.349495,0.040753763,34.67699,-0.073469214,-0.011414837,-0.111099996,-0.24450001,0.0452,-0.5032
FSLR,"First Solar, Inc.",21476763648,technology,solar,12.313001,0.0,8.595593,-0.06658787,-0.12390977,0.2308,0.32580003,0.0933,0.1727
FTNT,"Fortinet, Inc.",128568639488,technology,software-infrastructure,61.700706,0.0,46.384506,0.094075635,0.53869116,0.25,0.095,0.1584,0.0809
FTV,Fortive Corporation,16638119936,technology,scientific-technical-instruments,29.148148,0.0021818182,16.961363,-0.0740803,-0.053493325,0.113199994,0.0767,0.0383,-0.0269
GD,General Dynamics Corporation,95750184960,industrials,aerospace-defense,21.552984,0.017504603,19.039862,-0.059493475,-0.0038414905,0.0996,0.0956,0.0661,0.08189999
GDDY,GoDaddy Inc.,13268879360,technology,software-infrastructure,15.567607,0.0,9.500793,0.09701063,0.10385995,0.18959999,0.24049999,0.255,0.16290002
GE,GE Aerospace,330992812032,industrials,aerospace-defense,37.574795,0.0052820826,35.099438,-0.083541095,-0.01071018,0.2425,0.13520001,0.19709998,-0.0153
GEHC,GE HealthCare Technologies Inc.,29273784320,healthcare,medical-devices,14.933179,0.0021830657,11.979179,-0.04991431,-0.102061085,0.0735,0.098000005,0.12560001,0.108100004
GEN,Gen Digital Inc.,17448810496,technology,software-infrastructure,17.046783,0.017235436,8.814129,0.021588253,0.17616436,0.1418,0.1314,0.1585,0.13949999
GEV,GE Vernova Inc.,252010151936,industrials,specialty-industrial-machinery,27.12009,0.0018610487,37.38488,-0.03792344,0.049071494,0.7408,-0.1933,1.5503,-0.5161
GILD,"Gilead Sciences, Inc.",186687651840,healthcare,drug-manufacturers-general,0.0,0.021450937,15.224829,0.07881915,0.112888016,-1.0523,24.1992,-0.1305,0.177
GIS,"General Mills, Inc.",18931228672,consumer-defensive,packaged-foods,0.0,0.06718062,11.10787,-0.063995175,-0.101687424,-0.1349,0.038,-0.16540001,-0.1047
GL,Globe Life Inc.,13230401536,financial-services,insurance-life,11.446809,0.0069196173,10.422419,-0.029014474,0.105443165,0.081999995,0.0514,0.018099999,0.114700004
GLW,Corning Incorporated,136943517696,technology,electronic-components,72.9266,0.007460201,36.5483,0.025772719,0.08100498,0.3007,0.32709998,0.3075,0.27290002
GM,General Motors Company,75928698880,consumer-cyclical,auto-manufacturers,37.477676,0.008029197,5.595629,-0.010478671,0.042725667,0.2705,0.11399999,0.27290002,0.1385
